date;heure;dept;ville;CP;adresse;adresse complete;carr;lieu_1_nomv;lieu_2_nomv;vehicule_1_cadmin;vehicule_1_lveh;vehicle_2_cadmin;vehicule_2_lveh;vehicule_3_cadmin;vehicule_3_lveh;usager_1_catu;usager_1_grav;usager_1_lveh;usager_2_catu;usager_2_grav;usager_2_lveh;usager_3_catu;usager_3_grav;usager_3_lveh;usager_4_catu;usager_4_grav;usager_4_lveh;wgs84
2013-02-04;14:30;75;Paris;75001;12, QUAI FRANCOIS MITTER;12, QUAI DES TUILERIES;1_75101_5180;QUAI DES TUILERIES;PLACE DU CARROUSEL;PL<=7,5;A;VL;B;VL;C;Cond;Indem;A;Cond;BL;B;Cond;Indem;C;;;;48.860793, 2.330544
2012-01-19;08:15;75;Paris;75001;14, RUE DE TURBIGO;14, RUE DE TURBIGO;1_75101_6945;RUE DE TURBIGO;RUE ETIENNE MARCEL;Scoo<=50;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.863676, 2.348702
2012-03-07;15:25;75;Paris;75001;26, AVENUE DE L OPERA;26, AVENUE DE L OPERA;1_75101_5208;AVENUE DE L OPERA;RUE DES PETITS CHAMPS;VL;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.867079, 2.334068
2013-02-09;15:30;75;Paris;75001;194, RUE DE RIVOLI;194, RUE DE RIVOLI;1_75101_5059;RUE DE RIVOLI;AVENUE GENERAL LEMONNIER;Scoo50-125;A;Bicy;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.863995, 2.331651
2012-04-01;15:55;75;Paris;75001;199, RUE SAINT HONORE;199, RUE SAINT HONORE;1_75101_5046;RUE SAINT HONORE;RUE SAINT ROCH;Scoo50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.864866, 2.331916
2012-03-14;16:15;75;Paris;75001;208, RUE DE RIVOLI;208, RUE DE RIVOLI;1_75101_4888;RUE DE RIVOLI;RUE DU VINGT NEUF JUILLET;Bicy;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.86425, 2.330753
2012-04-17;15:55;75;Paris;75001;259, RUE SAINT HONORE;259, RUE SAINT HONORE;;RUE SAINT HONORE;;Scoo<=50;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.867292, 2.326433
2013-04-20;15:06;75;Paris;75001;194 BIS, RUE DE RIVOLI;194 BIS, RUE DE RIVOLI;1_75101_4994;RUE DE RIVOLI;RUE SAINT ROCH;VL;A;;;;;Cond;Indem;A;Troll;BL;A;;;;;;;48.864126, 2.331238
2012-12-21;18:40;75;Paris;75001;BOULEVARD DE LA MADELEIN;BOULEVARD DE LA MADELEINE;1_75101_4687;BOULEVARD DE LA MADELEINE;RUE CAMBON;Scoo50-125;A;VL;Z;;;Cond;BL;A;;;;;;;;;;48.869669, 2.326581
2012-07-15;04:45;75;Paris;75001;PLACE DU CHATELET;PLACE DU CHATELET;1_75101_6724;PLACE DU CHATELET;RUE VICTORIA;VL;Z;;;;;Piéton;BL;Z;;;;;;;;;;48.857431, 2.347616
2013-01-18;17:40;75;Paris;75001;QUAI DES TUILERIES;QUAI DES TUILERIES;;QUAI DES TUILERIES;;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.860793, 2.330544
2013-07-07;17:25;75;Paris;75001;QUAI DES TUILERIES;QUAI DES TUILERIES;;QUAI DES TUILERIES;;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;;48.860793, 2.330544
2013-10-31;12:15;75;Paris;75001;RUE DE L AMIRAL DE COLIG;RUE DE L AMIRAL DE COLIGNY;1_75101_5865;RUE DE L AMIRAL DE COLIGNY;PLACE DU LOUVRE;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.859954, 2.340353
2012-06-03;19:30;75;Paris;75002;3, PLACE DE L OPERA;3, PLACE DE L OPERA;1_75102_5066;PLACE DE L OPERA;RUE DE LA PAIX;VL;A;Scoo>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.870343, 2.331986
2013-06-05;16:45;75;Paris;75002;4, PLACE DE L OPERA;4, PLACE DE L OPERA;1_75102_5093;PLACE DE L OPERA;AVENUE DE L OPERA;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;Pass;BL;B;;;;48.870445, 2.33283
2013-03-06;06:30;75;Paris;75002;6, RUE DES PETITS CHAMP;6, RUE DES PETITS CHAMPS;1_75102_5762;RUE DES PETITS CHAMPS;GALERIE COLBERT;VL;A;;;;;Cond;BL;A;;;;;;;;;;48.866353, 2.338883
2013-09-23;13:20;75;Paris;75002;13, RUE DE PALESTRO;13, RUE DE PALESTRO;1_75102_7229;RUE DE PALESTRO;RUE GRENETA;Scoo<=50;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.865306, 2.351375
2012-02-27;11:25;75;Paris;75002;14, RUE SAINT SAUVEUR;14, RUE SAINT SAUVEUR;1_75102_6936;RUE SAINT SAUVEUR;RUE DUSSOUBS;VL;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.866069, 2.348663
2013-04-23;18:30;75;Paris;75002;15, RUE VIVIENNE;15, RUE VIVIENNE;;RUE VIVIENNE;;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.868244, 2.33966
2012-03-26;17:00;75;Paris;75002;15, RUE DE CLERY;15, RUE DE CLERY;1_75102_6302;RUE DE CLERY;RUE MONTMARTRE;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;;48.867872, 2.345663
2012-02-04;16:20;75;Paris;75002;18, RUE DAUNOU;18, RUE DAUNOU;1_75102_5006;RUE DAUNOU;RUE DE LA PAIX;Bicy;A;VL;B;;;Cond;BL;A;;;;;;;;;;48.869887, 2.33093
2013-12-13;19:20;75;Paris;75002;19, BOULEVARD SAINT DENI;19, BOULEVARD SAINT DENIS;;BOULEVARD SAINT DENIS;;Scoo>125;A;;;;;Piéton;BL;A;Cond;Indem;A;;;;;;;48.869452, 2.352908
2013-05-23;13:15;75;Paris;75002;19, BOULEVARD DES ITALIE;19, BOULEVARD DES ITALIENS;;BOULEVARD DES ITALIENS;;Moto>125;A;;;;;Cond;BL;A;Piéton;BL;A;;;;;;;48.871185, 2.336462
2013-11-27;08:55;75;Paris;75002;22, RUE DE TURBIGO;22, RUE DE TURBIGO;1_75102_7168;RUE DE TURBIGO;RUE DE PALESTRO;Scoo50-125;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.864151, 2.350775
2013-12-13;16:47;75;Paris;75002;22, RUE DE LA PAIX;22, RUE DE LA PAIX;;RUE DE LA PAIX;;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.869783, 2.331956
2013-11-15;15:30;75;Paris;75002;23, BOULEVARD POISSONNIE;23, BOULEVARD POISSONNIERE;;BOULEVARD POISSONNIERE;;Moto>125;A;;;;;Cond;BL;A;Piéton;BL;A;;;;;;;48.871137, 2.344156
2012-12-07;11:20;75;Paris;75002;29, RUE DE TURBIGO;29, RUE DE TURBIGO;1_75102_7168;RUE DE TURBIGO;RUE DE PALESTRO;VU;A;;;;;Cond;Indem;A;Piéton;BH;A;;;;;;;48.864318, 2.350724
2013-11-02;23:20;75;Paris;75002;34, RUE DU QUATRE SEPTEM;34, RUE DU QUATRE SEPTEMBRE;1_75102_5123;RUE DU QUATRE SEPTEMBRE;PLACE DE L OPERA;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.87027, 2.333188
2013-11-10;17:20;75;Paris;75002;37, RUE DU LOUVRE;37, RUE DU LOUVRE;1_75102_6288;RUE DU LOUVRE;RUE D ABOUKIR;VU;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.866973, 2.343755
2013-02-09;13:10;75;Paris;75002;42, RUE DE TURBIGO;42, RUE DE TURBIGO;1_75102_7242;RUE DE TURBIGO;BOULEVARD DE SEBASTOPOL;VU;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.864134, 2.350208
2013-04-26;15:12;75;Paris;75002;44, RUE NOTRE DAME DES V;44, RUE NOTRE DAME DES VICTOIRES;;RUE NOTRE DAME DES VICTOIRES;;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.869125, 2.342247
2013-05-31;10:30;75;Paris;75002;44, RUE ETIENNE MARCEL;44, RUE ETIENNE MARCEL;1_75102_6216;RUE ETIENNE MARCEL;RUE DU LOUVRE;VU;A;Cyclo;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.865309, 2.343415
2013-06-06;15:50;75;Paris;75002;71, BOULEVARD DE SEBASTO;71, BOULEVARD DE SEBASTOPOL;1_75102_7173;BOULEVARD DE SEBASTOPOL;RUE ETIENNE MARCEL;Scoo50-125;A;Moto>125;Z;;;Cond;BL;A;;;;;;;;;;48.863748, 2.350907
2013-08-08;09:30;75;Paris;75002;75, RUE DE RICHELIEU;75, RUE DE RICHELIEU;1_75102_5705;RUE DE RICHELIEU;RUE SAINT AUGUSTIN;VL;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.868742, 2.338356
2013-09-23;16:30;75;Paris;75002;75, BOULEVARD DE SEBASTO;75, BOULEVARD DE SEBASTOPOL;;BOULEVARD DE SEBASTOPOL;;Bicy;Z;;;;;Piéton;BL;Z;;;;;;;;;;48.863956, 2.351021
2012-10-07;22:30;75;Paris;75002;88, RUE DE RICHELIEU;88, RUE DE RICHELIEU;1_75102_5789;RUE DE RICHELIEU;RUE SAINT MARC;Cyclo;A;;;;;Cond;BL;A;;;;;;;;;;48.870167, 2.339278
2012-11-09;12:10;75;Paris;75002;104, RUE REAUMUR;104, RUE REAUMUR;;RUE REAUMUR;;Cyclo;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.867361, 2.347814
2013-08-10;17:20;75;Paris;75002;124, RUE D ABOUKIR;124, RUE D ABOUKIR;;RUE D ABOUKIR;;VL;A;VL;B;Bicy;C;Cond;Indem;A;Cond;Indem;B;Cond;BL;C;;;;48.868893, 2.35098
2013-09-18;19:50;75;Paris;75002;160, RUE MONTMARTRE;160, RUE MONTMARTRE;1_75102_6170;RUE MONTMARTRE;RUE SAINT MARC;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;Indem;B;Pass;BL;B;;;;48.870183, 2.342837
2012-02-07;07:45;75;Paris;75002;, PLACE DE L OPERA, PLACE DE L OPERA;PLACE DE L OPERA;1_75102_5106;PLACE DE L OPERA;BOULEVARD DES CAPUCINES;VU;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.870286, 2.332435
2012-10-27;21:30;75;Paris;75002;21 BOULEVARD MONTMARTRE;21 BOULEVARD MONTMARTRE, BOULEVARD MONTMARTRE;;BOULEVARD MONTMARTRE;;PL<=7,5;Z;;;;;Piéton;BL;Z;;;;;;;;;;48.871743, 2.340462
2012-06-19;18:40;75;Paris;75002;BOULEVARD DES ITALIENS;BOULEVARD DES ITALIENS;1_75102_5307;BOULEVARD DES ITALIENS;RUE DE LA MICHODIERE;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.871485, 2.337091
2013-07-07;01:08;75;Paris;75002;BOULEVARD DES ITALIENS;BOULEVARD DES ITALIENS;1_75102_5423;BOULEVARD DES ITALIENS;RUE DE CHOISEUL;VL;A;;;;;Cond;Indem;A;Pass;BH;A;Pass;BL;A;;;;48.871485, 2.337091
2013-08-29;18:10;75;Paris;75002;BOULEVARD POISSONNIERE;BOULEVARD POISSONNIERE;1_75102_6219;BOULEVARD POISSONNIERE;RUE MONTMARTRE;Bicy;A;;;;;Piéton;BL;A;;;;;;;;;;48.871081, 2.345482
2013-01-25;21:30;75;Paris;75002;PLACE DE L OPERA;PLACE DE L OPERA;1_75102_5093;PLACE DE L OPERA;AVENUE DE L OPERA;Bicy;A;VL;B;VL;C;Cond;Indem;B;Cond;BH;A;Cond;Indem;C;;;;48.870286, 2.332435
2012-06-10;01:10;75;Paris;75002;PLACE DE LA BOURSE;PLACE DE LA BOURSE;1_75102_6116;PLACE DE LA BOURSE;RUE NOTRE DAME DES VICTOIRES;Scoo50-125;A;VL;B;;;Cond;BL;A;;;;;;;;;;48.868724, 2.340999
2012-08-04;01:30;75;Paris;75002;RUE DE TURBIGO;RUE DE TURBIGO;1_75102_7242;RUE DE TURBIGO;BOULEVARD DE SEBASTOPOL;Scoo50-125;A;VL;B;;;Cond;Indem;A;Pass;BL;A;Cond;Indem;B;;;;48.864134, 2.350208
2012-10-02;14:40;75;Paris;75002;RUE DU QUATRE SEPTEMBRE;RUE DU QUATRE SEPTEMBRE;1_75102_5315;RUE DU QUATRE SEPTEMBRE;RUE DE LA MICHODIERE;VL;A;Moto50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.869618, 2.336376
2012-02-13;20:35;75;Paris;75002;RUE SAINT AUGUSTIN;RUE SAINT AUGUSTIN;1_75102_5498;RUE SAINT AUGUSTIN;RUE SAINTE ANNE;VL;A;Scoo>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.868878, 2.335824
2012-02-06;13:50;75;Paris;75003;1, BOULEVARD DES FILLES;1, BOULEVARD DES FILLES DU CALVAIRE;1_75103_8688;BOULEVARD DES FILLES DU CALVAIRE;RUE FROISSART;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.86112, 2.366953
2012-06-13;10:00;75;Paris;75003;1, RUE DE LA PERLE;1, RUE DE LA PERLE;1_75103_8280;RUE DE LA PERLE;RUE DE THORIGNY;Bicy;A;;;;;Cond;BL;A;;;;;;;;;;48.859216, 2.361913
2012-09-07;14:00;75;Paris;75003;3, PLACE DE LA REPUBLIQU;3, PLACE DE LA REPUBLIQUE;1_75103_8512;PLACE DE LA REPUBLIQUE;PASSAGE VENDOME;VL;A;Bus;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.866674, 2.364198
2012-07-07;16:25;75;Paris;75003;95, RUE DE TURENNE;95, RUE DE TURENNE;1_75103_8502;RUE DE TURENNE;RUE DE POITOU;Scoo50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.861142, 2.364475
2013-03-27;17:03;75;Paris;75003;100, BOULEVARD DE SEBAST;100, BOULEVARD DE SEBASTOPOL;1_75103_7447;BOULEVARD DE SEBASTOPOL;RUE SALOMON DE CAUS;Bus;A;VU;B;;;Cond;Indem;B;Pass;BL;A;Pass;BL;A;Pass;BL;A;48.867698, 2.35358
2013-08-09;04:45;75;Paris;75003;110, BOULEVARD DE SEBAST;110, BOULEVARD DE SEBASTOPOL;1_75103_7516;BOULEVARD DE SEBASTOPOL;RUE BLONDEL;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.868498, 2.354028
2013-09-30;13:40;75;Paris;75004;2, BOULEVARD HENRI IV;2, BOULEVARD HENRI IV;1_75104_8328;BOULEVARD HENRI IV;QUAI DES CELESTINS;Scoo50-125;A;Bicy;B;;;Cond;BH;A;Cond;Indem;B;;;;;;;48.850755, 2.361705
2012-01-22;12:20;75;Paris;75004;3, QUAI DE GESVRES;3, QUAI DE GESVRES;1_75104_7129;QUAI DE GESVRES;PLACE DE L HOTEL DE VILLE;Scoo50-125;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.856235, 2.350411
2013-04-19;09:15;75;Paris;75004;3, PLACE DE LA BASTILLE;3, PLACE DE LA BASTILLE;1_75104_8786;PLACE DE LA BASTILLE;BOULEVARD HENRI IV;VL;A;Scoo<=50;B;PL>7,5;C;Cond;Indem;A;Cond;BL;B;Cond;Indem;C;;;;48.853258, 2.368575
2012-08-13;16:20;75;Paris;75004;4, RUE DE LOBAU;4, RUE DE LOBAU;;RUE DE LOBAU;;Scoo50-125;A;VL;B;Voi;C;Cond;BL;A;Cond;Indem;B;Cond;Indem;C;;;;48.856578, 2.353832
2012-09-30;12:50;75;Paris;75004;5, RUE SAINT ANTOINE;5, RUE SAINT ANTOINE;1_75104_8689;RUE SAINT ANTOINE;RUE DE LESDIGUIERES;Bicy;A;Moto>125;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.853277, 2.367418
2013-11-27;07:25;75;Paris;75004;5, BOULEVARD HENRI IV;5, BOULEVARD HENRI IV;1_75104_8107;BOULEVARD HENRI IV;QUAI D ANJOU;VL;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.850426, 2.359582
2013-12-06;14:15;75;Paris;75004;6, QUAI DES CELESTINS;6, QUAI DES CELESTINS;;QUAI DES CELESTINS;;Bicy;A;Bicy;B;;;Cond;BL;B;Cond;BL;A;;;;;;;48.851946, 2.361606
2012-05-25;00:20;75;Paris;75004;7, BOULEVARD BOURDON;7, BOULEVARD BOURDON;;BOULEVARD BOURDON;;Bicy;A;;;;;Cond;BL;A;;;;;;;;;;48.848261, 2.365873
2013-10-13;09:15;75;Paris;75004;7, BOULEVARD DE SEBASTOP;7, BOULEVARD DE SEBASTOPOL;1_75104_6850;BOULEVARD DE SEBASTOPOL;RUE DE RIVOLI;VL;A;Cyclo;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.858146, 2.347962
2012-12-30;17:30;75;Paris;75004;7, BOULEVARD DE SEBASTOP;7, BOULEVARD DE SEBASTOPOL;1_75104_6850;BOULEVARD DE SEBASTOPOL;RUE DE RIVOLI;Scoo<=50;A;;;;;Cond;BL;A;Piéton;BL;A;Piéton;BL;A;;;;48.858146, 2.347962
2013-03-29;10:25;75;Paris;75004;9, RUE DU RENARD;9, RUE DU RENARD;;RUE DU RENARD;;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;;48.858102, 2.351599
2012-01-31;09:00;75;Paris;75004;10, RUE DE RIVOLI;10, RUE DE RIVOLI;1_75104_8116;RUE DE RIVOLI;RUE PAVEE;Cyclo;A;;;;;Piéton;BL;A;Cond;Indem;A;;;;;;;48.855495, 2.360388
2013-08-20;13:35;75;Paris;75004;11, AVENUE VICTORIA;11, AVENUE VICTORIA;1_75104_6962;AVENUE VICTORIA;RUE SAINT MARTIN;Bicy;A;Scoo>125;B;;;Cond;BL;A;Cond;BL;B;;;;;;;48.857347, 2.348914
2013-04-06;19:00;75;Paris;75004;11, RUE DU TEMPLE;11, RUE DU TEMPLE;1_75104_7417;RUE DU TEMPLE;RUE DE LA VERRERIE;Scoo50-125;A;Scoo>125;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.858093, 2.352974
2012-03-30;17:00;75;Paris;75004;12, BOULEVARD MORLAND;12, BOULEVARD MORLAND;1_75104_8491;BOULEVARD MORLAND;RUE DE BRISSAC;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.849092, 2.364581
2013-05-15;10:50;75;Paris;75004;15, AVENUE VICTORIA;15, AVENUE VICTORIA;1_75104_6894;AVENUE VICTORIA;RUE ADOLPHE ADAM;VL;A;Moto>125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.85742, 2.348266
2013-12-06;11:20;75;Paris;75004;15, RUE DU RENARD;15, RUE DU RENARD;1_75104_7283;RUE DU RENARD;RUE DE LA VERRERIE;Scoo50-125;A;;;;;Piéton;BL;A;Cond;Indem;A;;;;;;;48.858378, 2.351894
2012-10-04;15:30;75;Paris;75004;15, RUE VIEILLE DU TEMPL;15, RUE VIEILLE DU TEMPLE;1_75104_7815;RUE VIEILLE DU TEMPLE;RUE DU ROI DE SICILE;Bicy;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.856766, 2.356846
2013-02-25;18:45;75;Paris;75004;16, PONT AU CHANGE;16, PONT AU CHANGE;1_75104_6744;PONT AU CHANGE;QUAI DE GESVRES;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.856073, 2.355976
2012-11-30;01:05;75;Paris;75004;16, RUE DE RIVOLI;16, RUE DE RIVOLI;;RUE DE RIVOLI;;VL;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.855711, 2.359491
2013-09-13;17:15;75;Paris;75004;16, QUAI DE GESVRES;16, QUAI DE GESVRES;;QUAI DE GESVRES;;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.857113, 2.347803
2012-05-26;18:30;75;Paris;75004;18, RUE SAINT ANTOINE;18, RUE SAINT ANTOINE;;RUE SAINT ANTOINE;;VL;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.853682, 2.366307
2012-09-20;18:30;75;Paris;75004;20, RUE DES DEUX PONTS;20, RUE DES DEUX PONTS;1_75104_7841;RUE DES DEUX PONTS;QUAI D ANJOU;Moto>125;A;;;;;Cond;BH;A;Piéton;BH;A;;;;;;;48.852272, 2.357035
2012-08-23;08:30;75;Paris;75004;20, RUE DU RENARD;20, RUE DU RENARD;1_75104_7359;RUE DU RENARD;RUE SAINT MERRI;VU;A;Bicy;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.859593, 2.352748
2013-10-30;11:00;75;Paris;75004;22, QUAI DES CELESTINS;22, QUAI DES CELESTINS;1_75104_8141;QUAI DES CELESTINS;RUE SAINT PAUL;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.852431, 2.360817
2013-10-15;18:45;75;Paris;75004;25, PLACE DES VOSGES;25, PLACE DES VOSGES;1_75104_8594;PLACE DES VOSGES;RUE DE BEARN;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.856252, 2.365774
2012-06-27;10:35;75;Paris;75004;26, RUE SAINT ANTOINE;26, RUE SAINT ANTOINE;1_75104_8581;RUE SAINT ANTOINE;RUE DU PETIT MUSC;Scoo50-125;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.853769, 2.365665
2013-05-17;03:20;75;Paris;75001;1, BOULEVARD DE SEBASTOP;1, BOULEVARD DE SEBASTOPOL;1_75101_6850;BOULEVARD DE SEBASTOPOL;RUE DE RIVOLI;VL;A;VL;B;;;Cond;Indem;A;Cond;BL;B;Pass;BL;A;;;;48.857992, 2.34769
2013-08-23;10:50;75;Paris;75001;1, PLACE DU CARROUSEL;1, PLACE DU CARROUSEL;;PLACE DU CARROUSEL;;VL;A;;;;;Piéton;BL;A;Cond;Indem;A;;;;;;;48.861584, 2.333708
2013-08-31;19:05;75;Paris;75001;1, BOULEVARD DE LA MADEL;1, BOULEVARD DE LA MADELEINE;1_75101_4687;BOULEVARD DE LA MADELEINE;RUE CAMBON;Scoo50-125;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.869687, 2.327676
2012-09-05;10:15;75;Paris;75001;1, PLACE ANDRE MALRAUX;1, PLACE ANDRE MALRAUX;1_75101_5301;PLACE ANDRE MALRAUX;RUE SAINT HONORE;Cyclo;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.863766, 2.334684
2013-09-28;10:00;75;Paris;75001;1, PLACE DU CARROUSEL;1, PLACE DU CARROUSEL;;PLACE DU CARROUSEL;;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;;48.861584, 2.333708
2012-09-09;03:15;75;Paris;75001;1, SOUTERRAIN TUILERIES;1, SOUTERRAIN TUILERIES;;SOUTERRAIN TUILERIES;;VL;A;Scoo<=50;B;;;Cond;BL;A;Cond;BL;B;;;;;;;48.860059, 2.341384
2013-01-21;14:20;75;Paris;75001;2, QUAI DE LA MEGISSERIE;2, QUAI DE LA MEGISSERIE;1_75101_6670;QUAI DE LA MEGISSERIE;PLACE DU CHATELET;VU;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.857533, 2.346478
2013-01-25;07:30;75;Paris;75001;2, RUE DE ROHAN;2, RUE DE ROHAN;1_75101_5350;RUE DE ROHAN;RUE DE RIVOLI;VL;Z;;;;;Piéton;BL;Z;;;;;;;;;;48.862929, 2.335433
2013-10-12;15:00;75;Paris;75001;2, RUE DE RICHELIEU;2, PLACE ANDRE MALRAUX;1_75101_5390;PLACE ANDRE MALRAUX;PLACE COLETTE;VL;A;Scoo>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.863967, 2.335737
2012-03-07;08:05;75;Paris;75001;3, RUE DES CAPUCINES;3, RUE DES CAPUCINES;;RUE DES CAPUCINES;;VU;A;Scoo>125;B;;;Cond;Indem;A;Cond;Indem;B;Pass;BL;B;;;;48.868379, 2.330055
2013-08-16;15:15;75;Paris;75001;8, QUAI DE LA MEGISSERIE;8, QUAI DE LA MEGISSERIE;1_75101_6358;QUAI DE LA MEGISSERIE;RUE BERTIN POIREE;VL;A;VL;B;VL;C;Cond;Indem;A;Cond;BL;B;Cond;Indem;C;;;;48.857926, 2.34502
2013-10-09;09:15;75;Paris;75001;10, RUE DU LOUVRE;10, RUE DU LOUVRE;1_75101_5944;RUE DU LOUVRE;RUE DE RIVOLI;Scoo50-125;A;;;;;Cond;BH;A;Piéton;BL;A;;;;;;;48.861038, 2.341054
2012-10-27;15:50;75;Paris;75001;10, RUE DU ROULE;10, RUE DU ROULE;;RUE DU ROULE;;VL;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.860532, 2.343735
2013-02-17;17:20;75;Paris;75001;10, QUAI FRANCOIS MITTER;10, QUAI DU LOUVRE;;QUAI DU LOUVRE;;Scoo<=50;A;Scoo>125;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.85869, 2.341798
2013-09-12;09:50;75;Paris;75001;11, RUE DE L ECHELLE;11, RUE DE L ECHELLE;;RUE DE L ECHELLE;;Moto>125;A;;;;;Cond;BL;A;;;;;;;;;;48.864502, 2.334557
2012-01-19;09:35;75;Paris;75001;12, QUAI FRANCOIS MITTER;12, QUAI DU LOUVRE;1_75101_5633;QUAI DU LOUVRE;PONT DES ARTS;VL;A;PL>7,5;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.858723, 2.341627
2012-01-20;11:55;75;Paris;75001;20, QUAI DE LA MEGISSERI;20, QUAI DE LA MEGISSERIE;1_75101_6252;QUAI DE LA MEGISSERIE;RUE DES BOURDONNAIS;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.858295, 2.343644
2013-06-11;08:23;75;Paris;75001;33, RUE SAINT HONORE;33, RUE SAINT HONORE;1_75101_6527;RUE SAINT HONORE;RUE DES BOURDONNAIS;Moto>125;A;;;;;Piéton;BL;A;Cond;Indem;A;;;;;;;48.860652, 2.345737
2012-05-07;13:30;75;Paris;75008;AVENUE DES CHAMPS ELYSEE;AVENUE DES CHAMPS ELYSEES;1_75108_3553;AVENUE DES CHAMPS ELYSEES;PLACE CLEMENCEAU;Scoo50-125;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.871269, 2.302862
2013-11-02;14:00;75;Paris;75008;AVENUE DES CHAMPS ELYSEE;AVENUE DES CHAMPS ELYSEES;1_75108_3648;AVENUE DES CHAMPS ELYSEES;AVENUE DUTUIT;VL;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.871269, 2.302862
2012-01-02;23:00;75;Paris;75008;AVENUE GEORGE V;AVENUE GEORGE V;1_75108_2545;AVENUE GEORGE V;RUE CHRISTOPHE COLOMB;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.865914, 2.301194
2012-11-25;17:00;75;Paris;75008;AVENUE MATIGNON;AVENUE MATIGNON;;AVENUE MATIGNON;;VL;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.870749, 2.31333
