date;heure;dept;ville;CP;adresse;adresse complete;carr;lieu_1_nomv;lieu_2_nomv;vehicule_1_cadmin;vehicule_1_lveh;vehicle_2_cadmin;vehicule_2_lveh;vehicule_3_cadmin;vehicule_3_lveh;usager_1_catu;usager_1_grav;usager_1_lveh;usager_2_catu;usager_2_grav;usager_2_lveh;usager_3_catu;usager_3_grav;usager_3_lveh;usager_4_catu;usager_4_grav;usager_4_lveh;wgs84
2013-11-18;08:40;75;Paris;75016;8, AVENUE GORDON BENNETT;8, AVENUE GORDON BENNETT;;AVENUE GORDON BENNETT;;VL;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.846756, 2.251097
2012-07-11;09:30;75;Paris;75016;9, PLACE DE MEXICO;9, PLACE DE MEXICO;1_75116_1334;PLACE DE MEXICO;RUE DES BELLES FEUILLES;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.865635, 2.283306
2013-12-26;18:40;75;Paris;75016;10, AVENUE DU PRESIDENT;10, AVENUE DU PRESIDENT WILSON;1_75116_2382;AVENUE DU PRESIDENT WILSON;RUE FREYCINET;Scoo50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.86523, 2.29906
2012-06-12;22:20;75;Paris;75016;12, AVENUE DE NEW YORK;12, AVENUE DE NEW YORK;1_75116_2383;AVENUE DE NEW YORK;RUE GASTON DE SAINT PAUL;Cyclo;A;;;;;Cond;BL;A;;;;;;;;;;48.862328, 2.293539
2012-06-13;12:00;75;Paris;75016;12, AVENUE BUGEAUD;12, AVENUE BUGEAUD;;AVENUE BUGEAUD;;Bicy;A;;;;;Cond;BL;A;;;;;;;;;;48.870161, 2.283462
2013-12-26;13:00;75;Paris;75016;15, RUE DE LA POMPE;15, RUE DE LA POMPE;;RUE DE LA POMPE;;VL;A;;;;;Piéton;BL;A;Cond;Indem;A;;;;;;;48.859694, 2.275107
2013-04-19;18:55;75;Paris;75016;17, CHAUSSEE LA MUETTE;17, CHAUSSEE LA MUETTE;1_75116_841;CHAUSSEE LA MUETTE;BOULEVARD DE BEAUSEJOUR;VL;A;Moto50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.857975, 2.272933
2013-01-14;19:45;75;Paris;75016;19, RUE BOISSIERE;19, RUE BOISSIERE;;RUE BOISSIERE;;VL;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.865968, 2.291778
2012-11-27;02:45;75;Paris;75016;20, BOULEVARD SUCHET;20, BOULEVARD SUCHET;;BOULEVARD SUCHET;;Scoo<=50;A;;;;;Cond;BH;A;;;;;;;;;;48.86005, 2.266161
2013-09-03;21:00;75;Paris;75016;21, RUE MICHEL ANGE;21, RUE MICHEL ANGE;;RUE MICHEL ANGE;;VL;Z;;;;;Piéton;BL;Z;;;;;;;;;;48.84628, 2.262917
2013-11-04;10:15;75;Paris;75016;21, AVENUE DU PRESIDENT;21, AVENUE DU PRESIDENT WILSON;1_75116_2031;AVENUE DU PRESIDENT WILSON;PLACE D IENA;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.864614, 2.294569
2013-10-24;16:53;75;Paris;75016;21, AVENUE DE VERSAILLES;21, AVENUE DE VERSAILLES;1_75116_974;AVENUE DE VERSAILLES;RUE PIERRE LOUYS;Scoo<=50;A;VU;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.850079, 2.276718
2012-07-17;12:20;75;Paris;75016;21, AVENUE RAYMOND POINC;21, AVENUE RAYMOND POINCARE;1_75116_1508;AVENUE RAYMOND POINCARE;RUE DE LONGCHAMP;VU;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.865064, 2.286472
2013-05-27;14:10;75;Paris;75016;21, AVENUE DU PRESIDENT;21, AVENUE DU PRESIDENT WILSON;;AVENUE DU PRESIDENT WILSON;;VL;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.864614, 2.294569
2012-05-04;11:40;75;Paris;75016;23, RUE DE L ANNONCIATIO;23, RUE DE L ANNONCIATION;;RUE DE L ANNONCIATION;;Moto>125;A;;;;;Piéton;BL;A;Cond;Indem;A;;;;;;;48.856586, 2.279347
2013-02-22;18:30;75;Paris;75016;25, AVENUE PAUL DOUMER;25, AVENUE PAUL DOUMER;1_75116_1341;AVENUE PAUL DOUMER;RUE SCHEFFER;VL;A;;;;;Piéton;BL;A;Cond;Indem;A;;;;;;;48.860987, 2.283815
2013-05-13;09:40;75;Paris;75016;25, RUE DE LONGCHAMP;25, RUE DE LONGCHAMP;1_75116_1736;RUE DE LONGCHAMP;RUE DU BOUQUET DE LONGCHAMP;VL;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.864899, 2.29046
2013-10-10;17:25;75;Paris;75016;25, BOULEVARD DE L AMIRA;25, BOULEVARD DE L AMIRAL BRUIX;1_75116_1236;BOULEVARD DE L AMIRAL BRUIX;RUE WEBER;Moto>125;Z;;;;;Piéton;BL;Z;;;;;;;;;;48.875966, 2.282154
2012-09-24;11:40;75;Paris;75016;26, AVENUE DE NEW YORK;26, AVENUE DE NEW YORK;;AVENUE DE NEW YORK;;VU;A;VL;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.863332, 2.295923
2013-06-19;18:40;75;Paris;75016;28, RUE MOLITOR;28, RUE MOLITOR;;RUE MOLITOR;;Moto>125;A;;;;;Piéton;BL;A;Cond;Indem;A;;;;;;;48.84532, 2.262516
2012-04-02;20:30;75;Paris;75016;28, AVENUE D EYLAU;28, AVENUE D EYLAU;;AVENUE D EYLAU;;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.864922, 2.284251
2012-03-07;20:15;75;Paris;75016;30, AVENUE DU PRESIDENT;30, AVENUE DU PRESIDENT KENNEDY;;AVENUE DU PRESIDENT KENNEDY;;Scoo<=50;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.85588, 2.28519
2013-01-26;18:20;75;Paris;75016;31, BOULEVARD SUCHET;31, BOULEVARD SUCHET;;BOULEVARD SUCHET;;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.858142, 2.265405
2012-02-24;12:00;75;Paris;75016;31, AVENUE MARCEAU;31, AVENUE MARCEAU;1_75108_2250;AVENUE MARCEAU;RUE PIERRE 1ER DE SERBIE;Moto>125;A;;;;;Cond;BL;A;;;;;;;;;;48.867606, 2.298985
2012-01-25;09:45;75;Paris;75016;32, RUE DE LA POMPE;32, RUE DE LA POMPE;1_75116_920;RUE DE LA POMPE;AVENUE JULES JANIN;VL;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.86069, 2.275243
2012-04-28;14:15;75;Paris;75016;33, BOULEVARD LANNES;33, BOULEVARD LANNES;;BOULEVARD LANNES;;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.866977, 2.272154
2012-12-19;18:35;75;Paris;75016;34, AVENUE PAUL DOUMER;34, AVENUE PAUL DOUMER;;AVENUE PAUL DOUMER;;Moto>125;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.860602, 2.281966
2013-07-30;21:00;75;Paris;75016;36, METRO MICHEL ANGE MO;36, RUE MOLITOR;1_75116_354;RUE MOLITOR;RUE MICHEL ANGE;Cyclo;A;VL;B;;;Cond;BL;A;Pass;BL;A;Cond;Indem;B;;;;48.845364, 2.261071
2013-06-01;18:00;75;Paris;75016;36, QUAI LOUIS BLERIOT;36, QUAI LOUIS BLERIOT;;QUAI LOUIS BLERIOT;;VL;Z;;;;;Piéton;BL;Z;;;;;;;;;;48.849021, 2.276148
2012-01-10;17:50;75;Paris;75016;36, AVENUE D EYLAU;36, AVENUE D EYLAU;;AVENUE D EYLAU;;VL;Z;;;;;Piéton;BL;Z;;;;;;;;;;48.865278, 2.283661
2012-10-23;10:25;75;Paris;75016;37, RUE CLAUDE TERRASSE;37, RUE CLAUDE TERRASSE;1_75116_362;RUE CLAUDE TERRASSE;RUE CHARLES TELLIER;Bicy;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.838346, 2.261917
2012-03-21;15:00;75;Paris;75016;40, RUE DE LONGCHAMP;40, RUE DE LONGCHAMP;1_75116_1643;RUE DE LONGCHAMP;AVENUE KLEBER;VL;A;;;;;Piéton;BL;A;Cond;Indem;A;;;;;;;48.865116, 2.2889
2013-11-30;15:20;75;Paris;75016;41, BOULEVARD LANNES;41, BOULEVARD LANNES;;BOULEVARD LANNES;;Scoo<=50;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.86636, 2.27163
2012-02-13;12:15;75;Paris;75016;44, RUE POUSSIN;44, RUE POUSSIN;1_75116_360;RUE POUSSIN;RUE GERICAULT;Scoo>125;A;;;;;Cond;BL;A;;;;;;;;;;48.848635, 2.261967
2013-01-14;01:40;75;Paris;75016;45, AVENUE GEORGES MANDE;45, AVENUE GEORGES MANDEL;1_75116_1250;AVENUE GEORGES MANDEL;RUE DU PASTEUR MARC BOEGNER;VL;A;;;;;Pass;BL;A;Cond;Indem;A;;;;;;;48.863574, 2.280406
2012-11-17;04:20;75;Paris;75016;46, AVENUE D IENA;46, AVENUE D IENA;1_75116_2094;AVENUE D IENA;RUE FREYCINET;Scoo<=50;Z;;;;;Piéton;BL;Z;;;;;;;;;;48.866804, 2.295322
2013-07-18;14:25;75;Paris;75016;46, AVENUE DU PRESIDENT;46, AVENUE DU PRESIDENT KENNEDY;1_75116_1356;AVENUE DU PRESIDENT KENNEDY;RUE ANKARA;VL;A;Cyclo;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.855021, 2.284105
2012-03-02;08:00;75;Paris;75016;46, BOULEVARD MURAT;46, BOULEVARD MURAT;1_75116_220;BOULEVARD MURAT;RUE MERYON;VL;A;;;;;Piéton;BL;A;Cond;Indem;A;;;;;;;48.8442, 2.25674
2012-06-24;15:52;75;Paris;75016;46, BOULEVARD SUCHET;46, BOULEVARD SUCHET;1_75116_449;BOULEVARD SUCHET;PLACE DE LA PORTE DE PASSY;VL;A;VL;B;VU;C;Cond;BL;B;Pass;BL;B;Cond;Indem;A;Cond;Indem;C;48.856617, 2.26395
2013-01-08;17:00;75;Paris;75016;47, AVENUE GEORGES MANDE;47, AVENUE GEORGES MANDEL;;AVENUE GEORGES MANDEL;;VL;A;VL;B;VU;C;Cond;BL;A;Cond;Indem;B;Cond;Indem;C;Pass;BL;C;48.863459, 2.280942
2013-11-16;14:30;75;Paris;75016;48, AVENUE VICTOR HUGO;48, AVENUE VICTOR HUGO;1_75116_1655;AVENUE VICTOR HUGO;RUE PAUL VALERY;VL;Z;;;;;Piéton;BL;Z;;;;;;;;;;48.871118, 2.288436
2012-03-25;20:45;75;Paris;75016;48, AVENUE VICTOR HUGO;48, AVENUE VICTOR HUGO;1_75116_1655;AVENUE VICTOR HUGO;RUE PAUL VALERY;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.871118, 2.288436
2012-06-10;13:27;75;Paris;75016;48, AVENUE VICTOR HUGO;48, AVENUE VICTOR HUGO;;AVENUE VICTOR HUGO;;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BH;B;;;;;;;48.871118, 2.288436
2013-10-31;10:30;75;Paris;75016;49, AVENUE DE LA GRANDE;49, AVENUE DE LA GRANDE ARMEE;;AVENUE DE LA GRANDE ARMEE;;VU;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.875511, 2.288449
2013-06-03;21:50;75;Paris;75016;50, AVENUE FOCH;50, AVENUE FOCH;1_75116_1394;AVENUE FOCH;AVENUE DE MALAKOFF;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.873259, 2.284752
2013-06-27;20:20;75;Paris;75016;50, RUE D AUTEUIL;50, RUE D AUTEUIL;1_75116_416;RUE D AUTEUIL;RUE ISABEY;Scoo<=50;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.848141, 2.263394
2013-09-03;20:30;75;Paris;75016;50, QUAI LOUIS BLERIOT;50, QUAI LOUIS BLERIOT;;QUAI LOUIS BLERIOT;;VL;A;;;;;Cond;BL;A;;;;;;;;;;48.847873, 2.275033
2012-12-13;13:50;75;Paris;75016;50, AVENUE D IENA;50, AVENUE D IENA;;AVENUE D IENA;;VU;A;VL;B;VL;C;Cond;Indem;C;Cond;Indem;A;Cond;BL;B;;;;48.867242, 2.295685
2013-07-11;16:50;75;Paris;75016;51, AVENUE MARCEAU;51, AVENUE MARCEAU;1_75116_2331;AVENUE MARCEAU;RUE DE BASSANO;VL;A;Scoo<=50;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.869364, 2.298131
2013-04-10;16:45;75;Paris;75016;55, AVENUE DE LA GRANDE;55, AVENUE DE LA GRANDE ARMEE;;AVENUE DE LA GRANDE ARMEE;;Scoo>125;A;;;;;Cond;BL;A;;;;;;;;;;48.875679, 2.287919
2012-11-12;19:45;75;Paris;75016;57, AVENUE BUGEAUD;57, AVENUE BUGEAUD;;AVENUE BUGEAUD;;VL;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.871215, 2.277917
2012-12-21;22:15;75;Paris;75016;57, AVENUE PAUL DOUMER;57, AVENUE PAUL DOUMER;1_75116_1222;AVENUE PAUL DOUMER;RUE DE LA TOUR;VL;A;;;;;Cond;BL;A;;;;;;;;;;48.860001, 2.280398
2013-02-09;09:20;75;Paris;75016;59, PLACE DE BARCELONE;59, PLACE DE BARCELONE;1_75116_860;PLACE DE BARCELONE;AVENUE DE VERSAILLES;Bicy;A;;;;;Cond;BL;A;;;;;;;;;;48.847546, 2.273375
2012-06-19;20:15;75;Paris;75016;60, AVENUE PAUL DOUMER;60, AVENUE PAUL DOUMER;1_75116_1145;AVENUE PAUL DOUMER;RUE EUGENE MANUEL;Cyclo;A;;;;;Cond;BL;A;;;;;;;;;;48.860055, 2.279926
2013-03-13;18:15;75;Paris;75016;61, RUE D AUTEUIL;61, RUE D AUTEUIL;1_75116_399;RUE D AUTEUIL;RUE GERICAULT;VL;A;;;;;Cond;Indem;A;Piéton;BH;A;;;;;;;48.847854, 2.262918
2012-09-12;06:30;75;Paris;75016;61, AVENUE DE LA PORTE D;61, AVENUE DE LA PORTE D AUTEUIL;;AVENUE DE LA PORTE D AUTEUIL;;Moto50-125;A;;;;;Cond;BH;A;;;;;;;;;;48.847943, 2.243763
2012-05-12;20:15;75;Paris;75016;63, AVENUE D IENA;63, AVENUE D IENA;;AVENUE D IENA;;Scoo50-125;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.871326, 2.29518
2013-05-21;09:43;75;Paris;75016;65, BOULEVARD LANNES;65, BOULEVARD LANNES;1_75116_666;BOULEVARD LANNES;RUE ADOLPHE YVON;VU;A;VL;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.864486, 2.269841
2013-10-02;04:40;75;Paris;75013;PLACE D ITALIE;PLACE D ITALIE;1_75113_7716;PLACE D ITALIE;AVENUE D ITALIE;VL;A;;;;;Cond;Indem;A;Piéton;BH;A;;;;;;;48.831851, 2.354519
2012-12-17;19:25;75;Paris;75013;PLACE D ITALIE;PLACE D ITALIE;1_75113_7628;PLACE D ITALIE;RUE BOBILLOT;PL<=7,5;A;VL;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.831851, 2.354519
2013-03-10;13:40;75;Paris;75013;PLACE D ITALIE;PLACE D ITALIE;1_75113_7607;PLACE D ITALIE;BOULEVARD AUGUSTE BLANQUI;VL;A;Scoo<=50;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.831851, 2.354519
2012-07-17;16:40;75;Paris;75013;PONT DE BERCY;PONT DE BERCY;;PONT DE BERCY;;VU;A;VL;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.842018, 2.377012
2013-07-15;10:15;75;Paris;75013;PONT DE TOLBIAC;PONT DE TOLBIAC;1_75113_9815;PONT DE TOLBIAC;QUAI PANHARD ET LEVASSOR;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;;48.826072, 2.355178
2013-08-12;12:20;75;Paris;75013;PORTE D ITALIE;BD PERIPHERIQUE EXTERIEUR;;BD PERIPHERIQUE EXTERIEUR;;VL;A;VL;B;Scoo50-125;C;Cond;Indem;B;Cond;BL;C;Cond;Indem;A;;;;48.83261, 2.355569
2013-11-25;09:40;75;Paris;75013;PORTE D ITALIE;BD PERIPHERIQUE INTERIEUR;;BD PERIPHERIQUE INTERIEUR;;Moto50-125;A;VL;B;VL;C;Cond;Indem;C;Cond;Indem;B;Cond;BL;A;;;;48.83261, 2.355569
2013-10-31;20:40;75;Paris;75013;PORTE D ITALIE;BD PERIPHERIQUE EXTERIEUR;;BD PERIPHERIQUE EXTERIEUR;;VL;A;Moto50-125;B;;;Cond;Indem;A;Cond;BH;B;;;;;;;48.83261, 2.355569
2012-11-28;07:15;75;Paris;75013;PORTE D ITALIE;BD PERIPHERIQUE INTERIEUR;;BD PERIPHERIQUE INTERIEUR;;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.83261, 2.355569
2012-04-10;06:55;75;Paris;75013;PORTE D ITALIE;BD PERIPHERIQUE INTERIEUR;;BD PERIPHERIQUE INTERIEUR;;Moto>125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.83261, 2.355569
2012-09-06;13:20;75;Paris;75013;PORTE D ITALIE;BD PERIPHERIQUE EXTERIEUR;;BD PERIPHERIQUE EXTERIEUR;;Moto>125;A;VL;B;VL;C;Cond;BL;A;Cond;Indem;B;Cond;Indem;C;;;;48.83261, 2.355569
2012-03-16;22:40;75;Paris;75013;PORTE D ITALIE;BD PERIPHERIQUE INTERIEUR;1_75113_7774;BD PERIPHERIQUE INTERIEUR;ECH ITALIE-DI/13;Moto>125;A;VL;B;;;Cond;BL;A;Pass;BL;A;Cond;Indem;B;;;;48.83261, 2.355569
2013-05-03;16:00;75;Paris;75013;PORTE D ITALIE;BD PERIPHERIQUE INTERIEUR;;BD PERIPHERIQUE INTERIEUR;;VU;A;VL;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.83261, 2.355569
2012-03-25;20:45;75;Paris;75013;PORTE D IVRY;BD PERIPHERIQUE EXTERIEUR;;BD PERIPHERIQUE EXTERIEUR;;Moto>125;A;VL;B;;;Cond;BL;A;Pass;BL;A;Cond;Indem;B;;;;48.83261, 2.355569
2012-05-28;14:20;75;Paris;75013;PORTE DE GENTILLY;BD PERIPHERIQUE EXTERIEUR;1_75113_6720;BD PERIPHERIQUE EXTERIEUR;ECH GENTILLY-DE/13;VL;A;VL;B;;;Cond;Indem;A;Cond;BL;B;Pass;BL;B;Pass;BL;B;48.83261, 2.355569
2013-10-03;15:40;75;Paris;75013;53, AVENUE D ITALIE;53, AVENUE D ITALIE;;AVENUE D ITALIE;;VL;A;;;;;Cond;Indem;A;Piéton;BH;A;;;;;;;48.82674, 2.357386
2012-08-01;19:35;75;Paris;75013;55, AVENUE D ITALIE;55, AVENUE D ITALIE;;AVENUE D ITALIE;;Scoo50-125;A;;;;;Cond;BL;A;Piéton;BL;A;;;;;;;48.826585, 2.357191
2012-07-20;08:55;75;Paris;75013;56, BOULEVARD AUGUSTE BL;56, BOULEVARD AUGUSTE BLANQUI;1_75113_6996;BOULEVARD AUGUSTE BLANQUI;RUE CORVISART;Scoo50-125;A;PL>7,5;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.829985, 2.348948
2013-04-10;07:25;75;Paris;75013;61, RUE DE LA GLACIERE;61, RUE DE LA GLACIERE;1_75113_6356;RUE DE LA GLACIERE;RUE DU CHAMP DE L ALOUETTE;VL;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.831589, 2.344435
2013-01-28;08:50;75;Paris;75013;61, BOULEVARD VINCENT AU;61, BOULEVARD VINCENT AURIOL;1_75113_8831;BOULEVARD VINCENT AURIOL;RUE LOUISE WEISS;VU;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.835086, 2.369049
2013-09-16;18:20;75;Paris;75013;63, BOULEVARD KELLERMANN;63, BOULEVARD KELLERMANN;;BOULEVARD KELLERMANN;;Bicy;A;VU;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.820705, 2.350583
2013-02-16;21:25;75;Paris;75013;64, AVENUE DES GOBELINS;64, AVENUE DES GOBELINS;;AVENUE DES GOBELINS;;VL;A;;;;;Cond;BL;A;;;;;;;;;;48.833116, 2.354091
2013-05-06;18:15;75;Paris;75013;67, RUE PASCAL;67, RUE PASCAL;;RUE PASCAL;;Scoo<=50;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.834417, 2.347841
2012-10-05;12:10;75;Paris;75010;67, RUE DU CHATEAU D EAU;67, RUE DU CHATEAU D EAU;1_75110_7564;RUE DU CHATEAU D EAU;RUE DU FAUBOURG SAINT DENIS;VU;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.872723, 2.354594
2013-06-08;08:40;75;Paris;75010;68, BOULEVARD DE STRASBO;68, BOULEVARD DE STRASBOURG;1_75110_7854;BOULEVARD DE STRASBOURG;BOULEVARD DE MAGENTA;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;Pass;BL;B;;;;48.874356, 2.357308
2012-10-30;14:05;75;Paris;75010;69, BOULEVARD DE MAGENTA;69, BOULEVARD DE MAGENTA;1_75110_7854;BOULEVARD DE MAGENTA;BOULEVARD DE STRASBOURG;Scoo50-125;A;VL;Z;;;Cond;BL;A;;;;;;;;;;48.875032, 2.35693
2013-09-01;11:15;75;Paris;75010;72, BOULEVARD DE STRASBO;72, BOULEVARD DE STRASBOURG;1_75110_7881;BOULEVARD DE STRASBOURG;RUE SAINT LAURENT;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.875345, 2.357977
2013-08-29;13:00;75;Paris;75010;74, QUAI DE JEMMAPES;74, QUAI DE JEMMAPES;;QUAI DE JEMMAPES;;Bicy;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.871606, 2.36558
2013-01-17;02:20;75;Paris;75010;80, QUAI DE JEMMAPES;80, QUAI DE JEMMAPES;;QUAI DE JEMMAPES;;VL;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.87232, 2.364986
2012-03-22;16:00;75;Paris;75010;80, QUAI DE JEMMAPES;80, QUAI DE JEMMAPES;;QUAI DE JEMMAPES;;Moto>125;A;;;;;Cond;BL;A;;;;;;;;;;48.87232, 2.364986
2013-12-27;20:45;75;Paris;75010;81, BOULEVARD DE MAGENTA;81, BOULEVARD DE MAGENTA;1_75110_7714;BOULEVARD DE MAGENTA;RUE DU HUIT MAI 1945;Scoo<=50;A;;;;;Cond;BL;A;Piéton;BL;A;;;;;;;48.876211, 2.355779
2012-06-15;14:35;75;Paris;75010;85, QUAI DE VALMY;85, QUAI DE VALMY;1_75110_8433;QUAI DE VALMY;RUE DE LANCRY;Scoo<=50;A;Scoo>125;B;;;Cond;BL;A;Piéton;BL;A;Cond;BL;B;;;;48.872926, 2.363606
2013-04-06;20:50;75;Paris;75010;88, RUE DU FAUBOURG SAIN;88, RUE DU FAUBOURG SAINT DENIS;;RUE DU FAUBOURG SAINT DENIS;;VL;Z;;;;;Piéton;BL;Z;;;;;;;;;;48.874009, 2.355288
2013-01-22;21:00;75;Paris;75010;92, BOULEVARD DE MAGENTA;92, BOULEVARD DE MAGENTA;1_75110_7643;BOULEVARD DE MAGENTA;RUE DE SAINT QUENTIN;Moto>125;A;;;;;Cond;BH;A;;;;;;;;;;48.877182, 2.35551
2012-10-03;14:20;75;Paris;75010;93, BOULEVARD DE STRASBO;93, BOULEVARD DE STRASBOURG;1_75110_7896;BOULEVARD DE STRASBOURG;RUE DU HUIT MAI 1945;VL;A;;;;;Piéton;BL;A;Cond;Indem;A;;;;;;;48.876086, 2.35757
2012-08-17;13:45;75;Paris;75010;93, BOULEVARD DE MAGENTA;93, BOULEVARD DE MAGENTA;;BOULEVARD DE MAGENTA;;Scoo>125;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.877833, 2.35442
2012-06-13;15:00;75;Paris;75010;95, RUE LA FAYETTE;95, RUE LA FAYETTE;;RUE LA FAYETTE;;VU;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.877468, 2.349613
2013-02-07;22:45;75;Paris;75010;97, RUE LA FAYETTE;97, RUE LA FAYETTE;;RUE LA FAYETTE;;Bicy;A;VL;Z;;;Cond;BL;A;;;;;;;;;;48.877517, 2.349798
2012-05-06;13:15;75;Paris;75010;97, BOULEVARD DE LA VILL;97, BOULEVARD DE LA VILLETTE;;BOULEVARD DE LA VILLETTE;;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.879186, 2.369966
2012-07-08;11:20;75;Paris;75010;100, QUAI DE JEMMAPES;100, QUAI DE JEMMAPES;1_75110_8469;QUAI DE JEMMAPES;RUE DE LA GRANGE AUX BELLES;VL;A;VU;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.873427, 2.364164
2012-04-10;09:10;75;Paris;75010;103, BOULEVARD DE MAGENT;103, BOULEVARD DE MAGENTA;;BOULEVARD DE MAGENTA;;Bus;A;;;;;Cond;Indem;A;Piéton;BL;A;;;;;;;48.878823, 2.35353
2012-05-15;18:30;75;Paris;75010;118, BOULEVARD DE MAGENT;118, BOULEVARD DE MAGENTA;;BOULEVARD DE MAGENTA;;Scoo>125;A;;;;;Cond;BL;A;;;;;;;;;;48.879236, 2.353667
2012-11-10;21:50;75;Paris;75010;119, BOULEVARD DE MAGENT;119, BOULEVARD DE MAGENTA;1_75110_7329;BOULEVARD DE MAGENTA;RUE DE MAUBEUGE;VL;A;;;;;Cond;Indem;A;Pass;BL;A;;;;;;;48.879857, 2.352602
2013-11-03;22:15;75;Paris;75010;119, BOULEVARD DE MAGENT;119, BOULEVARD DE MAGENTA;;BOULEVARD DE MAGENTA;;Scoo>125;A;;;;;Cond;BL;A;Pass;BL;A;;;;;;;48.879857, 2.352602
2012-04-02;19:10;75;Paris;75010;123, RUE DU FAUBOURG DU;123, RUE DU FAUBOURG DU TEMPLE;;RUE DU FAUBOURG DU TEMPLE;;VL;A;;;;;Piéton;BL;A;Cond;Indem;A;;;;;;;48.871452, 2.375048
2012-01-03;08:40;75;Paris;75010;124, BOULEVARD DE MAGENT;124, BOULEVARD DE MAGENTA;;BOULEVARD DE MAGENTA;;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.879848, 2.353117
2013-12-01;16:15;75;Paris;75010;127, BOULEVARD DE MAGENT;127, BOULEVARD DE MAGENTA;1_75110_7329;BOULEVARD DE MAGENTA;RUE DE MAUBEUGE;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;;48.880549, 2.351908
2012-01-02;12:40;75;Paris;75010;127, BOULEVARD DE MAGENT;127, BOULEVARD DE MAGENTA;1_75110_7329;BOULEVARD DE MAGENTA;RUE DE DUNKERQUE;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.880549, 2.351908
2012-11-19;22:40;75;Paris;75010;132, RUE LA FAYETTE;132, RUE LA FAYETTE;;RUE LA FAYETTE;;Moto50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.878304, 2.353577
2013-07-24;18:30;75;Paris;75010;135, BOULEVARD DE MAGENT;135, BOULEVARD DE MAGENTA;1_75110_7219;BOULEVARD DE MAGENTA;RUE DE ROCROY;VL;A;VL;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.88143, 2.35119
